,ATD,lf_wind,lf_pressure,population,lf_lat,lf_lon,month_5,month_6,month_7,month_8,month_9,month_10,month_11,ND
0,2826.1,120,936.0,119724,29.17,-95.2,0,0,0,0,1,0,0,171510000000
1,28.6,75,973.0,371192,29.27,-89.63,0,0,0,1,0,0,0,830000000
2,1394.2,75,976.0,4556,26.1,-80.1,0,0,0,0,1,0,0,7410000000
3,0.0,80,988.0,25018,29.8,-85.46,0,0,0,0,1,0,0,0
4,62.7,70,,155567,33.27,-79.28,0,0,0,0,1,0,0,640000000
5,298.3,95,958.0,112559,30.4,-88.7,0,0,0,0,1,0,0,2970000000
6,184.6,105,953.0,9093,25.15,-80.8,0,0,0,0,0,1,0,2140000000
7,194.6,100,960.0,87964,28.9,-95.3,0,0,1,0,0,0,0,2210000000
8,297.8,100,952.0,143689,29.5,-91.3,0,0,0,0,1,0,0,1400000000
9,833.2,100,957.0,10273,25.11,-80.3,0,0,0,0,0,1,0,8980000000
10,335.5,100,955.0,12559,26.5,-82.0,0,0,0,0,0,1,0,5150000000
11,45.7,85,972.0,182468,32.2,-80.7,0,0,0,1,0,0,0,420000000
12,217.0,75,976.0,104705,34.75,-76.74,0,0,0,0,1,0,0,1930000000
13,2215.1,115,940.0,178896,29.2,-95.1,0,0,0,1,0,0,0,121200000000
14,327.8,112,945.0,314286,29.27,-90.3,0,0,0,0,1,0,0,2980000000
15,136.4,105,950.0,137683,30.4,-88.4,0,0,1,0,0,0,0,1800000000
16,379.7,115,934.0,29687,27.05,-97.5,0,0,0,1,0,0,0,2460000000
17,327.0,105,955.0,64270,29.8,-93.2,0,0,0,1,0,0,0,420000000
18,158.0,127,927.0,51760,24.09,-81.23,0,0,0,0,1,0,0,600000000
19,2386.6,100,950.0,34263,27.27,-97.53,0,0,0,0,1,0,0,18460000000
20,50.0,85,976.0,106395,29.23,-90.87,0,0,0,0,1,0,0,1020000000
21,82.2,100,958.0,164068,28.1,-82.8,0,0,0,0,0,1,0,5660000000
22,153.3,90,967.0,76032,28.56,-80.53,0,0,1,0,0,0,0,7190000000
23,257.3,100,955.0,103949,29.14,-90.89,0,0,0,1,0,0,0,1750000000
24,3931.4,125,930.0,73876,25.6,-80.3,0,0,0,0,1,0,0,242750000000
25,622.8,100,955.0,177946,30.3,-87.43,0,0,0,0,1,0,0,13200000000
26,1799.1,127,929.0,51132,26.7,-80.0,0,0,0,0,1,0,0,63830000000
27,44.4,80,983.0,56024,28.38,-96.52,0,1,0,0,0,0,0,110000000
28,3.0,100,949.0,123523,25.09,-80.75,0,0,0,0,1,0,0,170000000
29,14.0,70,975.0,52684,30.16,-85.75,0,0,0,0,0,1,0,220000000
30,216.7,130,935.0,171929,29.0,-95.2,0,0,0,1,0,0,0,12650000000
31,1110.0,81,965.0,114941,35.95,-75.7,0,0,0,1,0,0,0,7410000000
32,57.3,110,948.0,82410,26.9,-80.1,0,0,0,0,1,0,0,2720000000
33,490.2,110,940.0,162902,26.1,-97.28,0,0,0,0,1,0,0,9210000000
34,197.5,90,953.0,113662,35.57,-75.27,0,0,0,0,1,0,0,1770000000
35,80.3,85,966.0,150885,29.7,-91.7,0,1,0,0,0,0,0,710000000
36,67.0,75,979.0,104066,28.1,-97.0,0,0,1,0,0,0,0,640000000
37,128.6,160,899.0,179515,25.15,-81.14,0,0,0,0,1,0,0,2320000000
38,97.3,85,965.0,47446,29.68,-83.4,0,0,0,0,1,0,0,330000000
39,107.4,85,973.0,236558,25.9,-80.1,0,0,0,0,0,0,1,10420000000
40,19.8,70,987.0,117531,28.0,-97.15,0,1,0,0,0,0,0,190000000
41,4.6,90,964.0,113806,30.4,-86.6,0,0,1,0,0,0,0,110000000
42,22.5,85,965.0,300481,35.9,-74.8,0,0,0,0,1,0,0,940000000
43,6.9,65,,143256,29.8,-93.4,0,0,0,1,0,0,0,31000000
44,121.5,105,941.0,10176877,40.7,-72.9,0,0,0,0,1,0,0,60680000000
45,162.8,85,972.0,204956,29.68,-94.05,0,0,0,1,0,0,0,1370000000
46,131.3,85,973.0,197629,32.11,-80.88,0,0,0,1,0,0,0,1930000000
47,251.8,110,989.0,91124,28.8,-95.6,0,0,0,0,1,0,0,3820000000
48,3.5,85,987.0,316637,25.5,-80.3,0,0,0,0,0,1,0,210000000
49,15.5,80,982.0,71399,29.9,-84.6,0,0,0,0,0,1,0,100000000
50,4.9,67,,352840,29.55,-94.65,0,0,0,1,0,0,0,280000000
51,1147.9,100,950.0,67012,28.38,-96.7,0,0,0,1,0,0,0,3090000000
52,127.3,90,967.0,343864,29.5,-94.6,0,0,1,0,0,0,0,6620000000
53,27.0,70,985.0,184945,33.9,-78.1,0,0,0,1,0,0,0,520000000
54,208.0,105,943.0,120088,35.72,-75.14,0,0,0,0,1,0,0,11200000000
55,155.7,90,954.0,1443598,40.9,-72.2,0,0,0,0,1,0,0,13730000000
56,728.5,95,962.0,216039,27.2,-82.5,0,0,0,0,0,1,0,78840000000
57,326.1,60,979.0,283482,30.74,-81.5,0,0,0,0,0,1,0,6150000000
58,690.9,100,964.0,67751,28.41,-96.49,0,0,0,1,0,0,0,2830000000
59,383.2,115,949.0,366400,25.3,-80.3,0,0,0,0,1,0,0,20380000000
60,26.2,75,980.0,401362,27.5,-82.6,0,0,0,0,0,1,0,1700000000
61,77.0,40,1002.0,183986,26.52,-80.02,0,0,0,0,0,0,1,5990000000
62,0.7,70,984.0,493628,29.23,-94.93,0,0,0,1,0,0,0,47000000
63,113.3,115,943.0,488543,26.1,-80.1,0,0,0,0,1,0,0,21770000000
64,205.6,95,966.0,685842,29.66,-89.64,0,0,0,0,1,0,0,2830000000
65,2.9,55,987.0,60582,28.88,-82.71,0,0,0,0,1,0,0,45000000
66,0.6,50,,309855,30.8,-81.5,0,0,0,0,0,1,0,22000000
67,135.1,80,975.0,264170,25.45,-81.09,0,0,0,0,0,1,0,6640000000
68,22.7,90,966.0,235421,31.79,-81.26,0,0,0,0,0,1,0,350000000
69,4.8,70,984.0,315313,29.27,-90.4,0,0,0,0,1,0,0,44000000
70,2328.9,115,940.0,8752,25.8,-81.3,0,0,0,0,1,0,0,5890000000
71,23.1,90,980.0,404135,25.19,-80.82,0,0,0,0,0,1,0,1150000000
72,431.1,115,954.0,205007,26.6,-80.05,0,0,0,1,0,0,0,25900000000
73,106.8,95,965.0,106631,28.8,-95.6,0,0,0,0,0,1,0,1380000000
74,10.2,85,973.0,500084,27.7,-83.5,0,0,0,0,1,0,0,2380000000
75,73.5,115,955.0,589760,25.7,-80.2,0,0,0,0,0,1,0,7220000000
76,44.1,55,993.0,64916,26.75,-82.0,0,0,0,0,0,1,0,1850000000
77,14.0,85,983.0,270348,32.3,-80.6,0,0,0,1,0,0,0,210000000
78,11.2,80,981.0,119686,35.4,-76.1,0,0,0,1,0,0,0,78000000
79,2.3,80,968.0,115399,30.43,-86.17,0,0,0,0,1,0,0,21000000
80,2.3,97,959.0,129825,34.56,-75.77,0,0,0,1,0,0,0,42000000
81,331.4,100,955.0,1820185,40.9,-72.2,0,0,0,1,0,0,0,24920000000
82,14.4,97,952.0,3633005,41.7,-70.3,0,0,0,0,1,0,0,4010000000
83,2069.2,115,938.0,178101,33.9,-78.6,0,0,0,0,0,1,0,36450000000
84,274.8,85,962.0,178953,34.8,-76.67,0,0,0,1,0,0,0,2710000000
85,1286.7,62,985.0,191083,34.08,-77.94,0,0,0,1,0,0,0,21960000000
86,57.6,40,1000.0,12813839,40.54,-74.26,0,0,0,1,0,0,0,31030000000
87,613.0,92,955.0,176565,34.75,-76.7,0,0,0,0,1,0,0,8410000000
88,200.2,80,974.0,143837,30.36,-86.5,0,0,0,0,1,0,0,2060000000
89,544.2,110,946.0,307132,29.8,-93.7,0,1,0,0,0,0,0,4750000000
90,10.8,55,1001.0,155174,29.2,-90.9,0,0,0,0,1,0,0,73000000
91,59.0,120,938.0,208261,33.77,-77.79,0,0,0,0,1,0,0,740000000
92,3.0,55,993.0,177197,29.65,-91.6,1,0,0,0,0,0,0,15000000
93,2.5,40,1002.0,706250,28.0,-82.8,0,1,0,0,0,0,0,130000000
94,12.8,75,980.0,585687,29.1,-95.2,0,0,1,0,0,0,0,620000000
95,61.5,115,951.0,244132,32.5,-80.5,0,0,0,0,1,0,0,710000000
96,17.2,50,1000.0,221846,27.13,-97.48,0,1,0,0,0,0,0,130000000
97,141.1,45,1000.0,37521,29.7,-83.5,0,0,1,0,0,0,0,500000000
98,573.4,125,936.0,554076,25.14,-81.19,0,0,0,0,1,0,0,73410000000
99,295.7,90,959.0,202380,34.73,-77.15,0,0,0,0,1,0,0,3750000000
100,10.9,85,961.0,2908266,41.0,-72.65,0,0,0,0,1,0,0,1100000000
101,5.7,70,980.0,196903,30.4,-89.0,0,0,0,0,1,0,0,45000000
102,3727.8,125,937.0,90520,28.38,-96.66,0,0,0,0,1,0,0,22270000000
103,2.9,105,983.0,2181660,40.94,-70.44,0,0,0,0,1,0,0,380000000
104,6.2,65,991.0,162028,34.53,-76.1,0,0,0,1,0,0,0,58000000
105,17.2,65,975.0,64476,43.61,-66.26,0,0,0,0,0,1,0,32000000
106,27.9,65,997.0,443002,29.56,-94.41,0,0,0,0,1,0,0,410000000
107,6.4,55,1000.0,109294,28.72,-95.7,0,0,0,1,0,0,0,46000000
108,91.9,90,970.0,1312309,26.1,-80.12,0,0,0,1,0,0,0,8750000000
109,429.2,97,966.0,546545,29.88,-81.28,0,0,0,0,1,0,0,22720000000
110,593.6,97,959.0,197616,29.66,-91.57,0,0,0,0,0,1,0,3620000000
111,555.4,110,970.0,16897,25.73,-81.35,0,0,0,0,0,1,0,1120000000
112,156.8,110,951.0,791385,25.14,-81.07,0,0,0,0,1,0,0,3500000000
113,1633.1,135,946.0,698512,29.27,-90.32,0,0,0,0,1,0,0,17750000000
114,83.8,30,1004.0,265790,30.0,-88.9,0,0,0,0,1,0,0,700000000
115,67.1,80,980.0,124220,29.91,-84.5,0,1,0,0,0,0,0,1120000000
116,3.5,75,984.0,1182769,25.03,-80.43,0,0,0,0,0,1,0,120000000
117,495.0,140,931.0,314164,25.53,-97.01,0,0,0,0,1,0,0,7010000000
118,1.3,57,992.0,245744,26.81,-82.17,0,1,0,0,0,0,0,56000000
119,7.4,60,999.0,289923,27.98,-97.1,0,1,0,0,0,0,0,65000000
120,29.9,70,978.0,159748,28.78,-82.62,0,0,0,0,0,1,0,1170000000
121,1375.4,150,900.0,681913,30.3,-89.4,0,0,0,1,0,0,0,28520000000
122,819.9,110,948.0,339726,27.85,-97.17,0,0,0,1,0,0,0,9050000000
123,308.4,55,989.0,270326,34.94,-76.78,0,0,0,1,0,0,0,3420000000
124,128.8,60,979.0,132761,28.34,-96.42,0,0,0,0,1,0,0,690000000
125,73.4,85,978.0,192816,29.66,-92.85,0,0,0,0,1,0,0,380000000
126,20.8,62,990.0,272588,34.68,-76.92,0,0,0,0,1,0,0,270000000
127,443.2,65,984.0,117572,30.07,-85.43,0,1,0,0,0,0,0,1950000000
128,62.9,57,980.0,16579801,40.61,-73.65,0,1,0,0,0,0,0,24490000000
129,15.0,50,998.0,61854,44.64,-67.58,0,0,0,0,1,0,0,39000000
130,8.2,55,987.0,1023718,29.04,-95.24,0,0,0,0,1,0,0,480000000
131,2.6,50,1000.0,1515457,27.82,-82.76,0,1,0,0,0,0,0,180000000
132,247.2,130,937.0,240248,29.24,-91.16,0,0,0,0,1,0,0,1530000000
133,1038.1,110,957.0,174400,30.42,-86.25,0,0,0,0,1,0,0,8500000000
134,2.1,70,982.0,16152901,40.65,-73.31,0,0,0,1,0,0,0,720000000
135,12.3,65,996.0,252751,29.25,-91.24,0,0,0,0,1,0,0,88000000
136,13.0,45,1005.0,425488,26.04,-97.2,0,0,1,0,0,0,0,280000000
137,14.0,65,987.0,349038,29.26,-90.56,0,0,1,0,0,0,0,90000000
138,271.4,45,999.0,359021,29.74,-93.9,0,0,1,0,0,0,0,2020000000
139,14.9,35,1008.0,163976,28.67,-95.82,0,0,0,0,1,0,0,110000000
140,50.7,85,972.0,768303,27.06,-80.1,0,0,0,0,1,0,0,2270000000
141,101.2,82,970.0,385359,31.59,-81.2,0,0,0,0,1,0,0,1570000000
142,888.1,115,952.0,630991,30.43,-88.34,0,0,0,0,1,0,0,17170000000
143,131.3,105,947.0,496070,26.19,-97.34,0,0,0,1,0,0,0,3040000000
144,5.9,35,999.0,845714,25.3,-81.2,0,0,0,1,0,0,0,210000000
145,6.5,50,998.0,294786,28.93,-82.58,0,1,0,0,0,0,0,84000000
146,1.0,55,994.0,394239,29.73,-93.82,0,0,0,0,1,0,0,3000000
147,284.4,100,962.0,1958130,29.17,-95.14,0,0,0,1,0,0,0,22330000000
148,35.8,80,981.0,321138,33.91,-78.08,0,0,0,0,1,0,0,620000000
149,0.1,50,1000.0,1955083,26.7,-80.02,0,0,0,0,1,0,0,8000000
150,6.3,65,1003.0,539797,32.32,-80.53,0,0,1,0,0,0,0,190000000
151,41.2,80,987.0,205034,29.6,-92.7,0,0,0,1,0,0,0,200000000
152,530.1,102,959.0,398842,30.4,-89.2,0,0,0,0,1,0,0,5360000000
153,116.9,90,942.0,144661,35.5,-75.5,0,0,0,0,1,0,0,660000000
154,10.1,85,962.0,13426777,40.93,-73.18,0,0,0,0,1,0,0,3260000000
155,836.3,67,974.0,303365,29.5,-91.4,0,0,0,0,0,1,0,6140000000
156,317.2,85,967.0,159956,30.0,-85.4,0,0,0,0,0,0,1,1800000000
157,0.5,75,990.0,610943,29.6,-94.2,0,1,0,0,0,0,0,7000000
158,7.8,65,990.0,307891,34.78,-76.47,0,0,0,1,0,0,0,79000000
159,0.8,40,1009.0,1346666,29.5,-94.5,0,0,0,1,0,0,0,27000000
160,0.0,65,993.0,2515472,25.1,-80.5,0,0,0,0,0,1,0,1000000
161,0.3,45,1001.0,1265811,29.69,-89.65,0,0,0,1,0,0,0,3000000
162,0.2,45,1005.0,404504,32.13,-80.93,0,0,0,1,0,0,0,3000000
163,0.3,70,984.0,1269402,29.18,-89.33,0,0,0,0,1,0,0,2000000
164,11.5,115,953.0,627155,24.11,-97.6,0,0,0,0,1,0,0,290000000
165,0.2,55,995.0,1964979,27.3,-82.6,0,0,0,0,0,0,1,16000000
166,353.0,41,1002.0,194747,28.74,-95.7,0,1,0,0,0,0,0,2710000000
167,13.4,70,985.0,1024259,29.55,-94.35,0,0,0,1,0,0,0,390000000
168,1780.9,120,939.0,540422,32.98,-79.93,0,0,0,0,1,0,0,27430000000
169,4.5,75,983.0,2157275,29.2,-95.0,0,0,0,0,0,1,0,320000000
170,3.0,52,994.0,2482423,27.43,-82.78,0,0,0,0,0,1,0,290000000
171,47.3,92,966.0,4151923,41.82,-71.11,0,0,0,1,0,0,0,4690000000
172,921.9,145,922.0,3315607,25.5,-80.28,0,0,0,1,0,0,0,87220000000
173,432.7,122,955.0,294347,29.28,-91.34,0,0,0,1,0,0,0,3030000000
174,8.8,35,1001.0,305532,27.12,-97.47,0,1,0,0,0,0,0,60000000
175,26.1,100,961.0,164705,35.4,-75.0,0,0,0,1,0,0,0,130000000
176,230.9,55,993.0,254338,30.4,-86.5,0,0,1,0,0,0,0,1710000000
177,47.4,50,1000.0,180669,30.1,-85.5,0,0,0,1,0,0,0,250000000
178,84.6,45,996.0,554977,26.45,-81.95,0,0,0,0,0,0,1,2060000000
179,0.7,60,991.0,282385,29.9,-84.4,0,1,0,0,0,0,0,7000000
180,0.0,40,999.0,2281961,29.1,-95.15,0,0,1,0,0,0,0,2000000
181,52.0,75,983.0,763808,27.41,-80.28,0,0,0,1,0,0,0,1190000000
182,96.5,85,976.0,411321,30.38,-87.28,0,0,0,1,0,0,0,1050000000
183,2.2,35,1007.0,2132367,26.85,-80.04,0,0,0,1,0,0,0,150000000
184,1488.8,110,944.0,357987,30.48,-87.03,0,0,0,0,0,1,0,16510000000
185,84.8,90,974.0,349109,34.13,-77.88,0,0,1,0,0,0,0,1020000000
186,1377.3,100,954.0,397959,33.9,-78.0,0,0,0,0,1,0,0,18930000000
187,51.9,60,983.0,274811,30.0,-83.9,0,0,0,0,0,1,0,610000000
188,14.0,67,986.0,752104,30.39,-87.87,0,0,1,0,0,0,0,270000000
189,11.6,60,1000.0,438215,27.83,-97.18,0,0,0,1,0,0,0,120000000
190,174.3,95,963.0,418616,34.32,-77.74,0,0,0,1,0,0,0,2410000000
191,36.4,75,987.0,219986,30.1,-85.7,0,0,0,0,1,0,0,220000000
192,121.4,50,990.0,417385,28.23,-96.98,0,0,0,0,1,0,0,1090000000
193,56.4,90,981.0,1221808,24.44,-81.71,0,0,0,0,1,0,0,1200000000
194,312.5,90,964.0,528643,30.4,-88.9,0,0,0,0,1,0,0,3660000000
195,7.1,55,989.0,571853,26.2,-81.9,0,0,0,0,0,0,1,150000000
196,75.8,100,955.0,76346,26.93,-97.58,0,0,0,1,0,0,0,120000000
197,45.3,60,984.0,334001,34.8,-76.5,0,0,0,0,1,0,0,390000000
198,1417.6,90,958.0,442183,34.24,-77.79,0,0,0,0,1,0,0,16030000000
199,3.1,50,999.0,466164,25.9,-81.6,0,0,0,0,1,0,0,37000000
200,55.7,70,987.0,1385403,25.3,-81.1,0,0,0,0,0,1,0,1940000000
201,5.3,60,993.0,186734,29.38,-83.17,0,0,0,0,1,0,0,29000000
202,2.1,42,1006.0,684306,30.42,-86.66,0,0,0,0,1,0,0,38000000
203,420.6,50,1003.0,1767507,28.97,-95.3,0,1,0,0,0,0,0,21700000000
204,6.1,60,990.0,430964,30.4,-86.3,0,0,0,1,0,0,0,67000000
205,10.3,60,984.0,1957649,27.18,-82.53,0,0,0,0,1,0,0,570000000
206,2.5,50,1000.0,152881,28.6,-96.4,0,0,0,0,1,0,0,8000000
207,0.0,55,984.0,208939,35.25,-75.18,0,0,0,0,1,0,0,0
208,2.2,50,1002.0,762841,30.33,-88.47,0,0,0,0,1,0,0,38000000
209,28.3,55,984.0,979856,29.24,-90.24,0,0,0,0,1,0,0,630000000
210,179.0,92,964.0,404468,29.62,-92.24,0,0,0,0,0,1,0,1610000000
211,0.6,35,1010.0,650568,32.65,-79.88,0,0,0,0,0,1,0,11000000
212,15.8,50,997.0,254421,29.2,-91.0,0,1,0,0,0,0,0,95000000
213,95.6,80,981.0,151848,28.42,-96.48,0,0,1,0,0,0,0,330000000
214,1804.2,90,958.0,245781,35.0,-76.3,0,0,0,0,1,0,0,11010000000
215,0.9,85,973.0,330267,34.59,-76.02,0,0,0,1,0,0,0,7000000
216,1156.8,130,944.0,1024767,26.98,-82.07,0,0,0,1,0,0,0,36990000000
217,10.0,70,992.0,669153,33.0,-79.4,0,0,0,1,0,0,0,190000000
218,15.4,65,985.0,623588,33.0,-79.6,0,0,0,1,0,0,0,240000000
219,528.4,95,960.0,1374036,27.2,-80.2,0,0,0,0,1,0,0,19990000000
220,1688.6,107,948.0,899489,30.36,-87.87,0,0,0,0,1,0,0,36910000000
221,461.0,105,951.0,1205398,27.23,-80.3,0,0,0,0,1,0,0,16800000000
222,21.5,65,991.0,1014233,29.2,-90.1,0,0,1,0,0,0,0,420000000
223,256.7,110,949.0,664250,30.54,-87.17,0,0,1,0,0,0,0,3930000000
224,7620.8,116,922.0,1118600,29.38,-89.6,0,0,0,1,0,0,0,148240000000
225,13.3,72,982.0,359515,34.48,-76.35,0,0,0,0,1,0,0,130000000
226,2696.8,100,939.0,467836,29.85,-93.78,0,0,0,0,1,0,0,23110000000
227,1825.3,110,950.0,709888,25.9,-81.7,0,0,0,0,0,1,0,33410000000
228,11.5,40,1003.0,2780546,25.2,-80.7,0,0,0,1,0,0,0,740000000
229,2.5,80,985.0,1242887,29.55,-94.35,0,0,0,0,1,0,0,63000000
230,86.7,75,968.0,905107,26.41,-97.46,0,0,1,0,0,0,0,1940000000
231,50.6,55,990.0,667810,25.94,-81.58,0,0,0,1,0,0,0,830000000
232,1324.0,95,954.0,273645,29.2,-90.7,0,0,0,0,1,0,0,7900000000
233,22.3,60,981.0,432628,33.8,-78.7,0,0,0,0,1,0,0,270000000
234,505.5,95,953.0,3583655,29.69,-94.92,0,0,0,0,1,0,0,44260000000
235,0.5,95,946.0,1254815,24.2,-97.7,0,0,1,0,0,0,0,15000000
236,2.9,85,957.0,378962,35.17,-73.9,0,0,0,0,1,0,0,22000000
237,12.1,60,991.0,1217324,24.9,-97.2,0,0,0,0,1,0,0,370000000
238,1924.6,75,952.0,420705,34.77,-76.58,0,0,0,1,0,0,0,17160000000
239,183.2,70,966.0,895574,29.15,-90.1,0,0,0,1,0,0,0,3430000000
240,1007.8,75,945.0,3778926,39.4,-74.4,0,0,0,0,0,1,0,80090000000
241,0.8,85,973.0,434250,34.75,-76.55,0,0,1,0,0,0,0,7000000
242,69.8,70,981.0,419911,30.1,-84.1,0,0,0,0,1,0,0,610000000
243,662.1,80,966.0,804335,32.92,-79.57,0,0,0,0,0,1,0,11260000000
244,11835.1,115,946.0,543842,28.17,-97.07,0,0,0,1,0,0,0,132690000000
245,2315.2,100,937.0,1112044,26.0,-81.7,0,0,0,0,1,0,0,52970000000
246,19.7,69,984.0,586702,30.4,-88.95,0,0,0,0,0,1,0,230000000
